GEM plant ID,Plant name (English),Owner,Parent (English),Country/area,Region,Subnational unit,Latitude,Longitude,Coordinate accuracy,Plant status,Number of units,Plant age (years),Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Main production equipment,Workforce size,GEM wiki page
P100000120884,Siddik Kardesler Dilovasi steel plant,Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ,Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ [100.0%],Türkiye,Europe,Kocaeli,40.800833,29.512008,exact,operating,1,10.0,690.0,0.0,,,,,EAF,369,https://www.gem.wiki/Siddik_Kardesler_Dilovasi_steel_plant
P100000120465,Sidenor Aceros Especiales Basauri steel plant,Sidenor Aceros Especiales SLU,Clerbil SL,Spain,Europe,Vizcaya,43.227282,-2.884676,exact,operating,1,59.0,740.0,0.0,,,,,EAF,263,https://www.gem.wiki/Sidenor_Aceros_Especiales_Basauri_steel_plant
P100000120493,Sidenor Steel Industry Thessaloniki plant,Sidenor Steel Industry SA,Viohalco SA,Greece,Europe,Macedonia,40.704458,22.816542,exact,operating,1,64.0,800.0,0.0,,,,,EAF,483,https://www.gem.wiki/Sidenor_Steel_Industry_Thessaloniki_plant
P100000120440,Sider El Hadjar Annaba steel plant,Groupe Industriel Sider SpA,Groupe Industriel Sider SpA [100.0%],Algeria,Africa,Annaba,36.795924,7.707633,exact,mothballed,3,57.0,0.0,0.0,,,1200.0,,DRI; EAF; BF; BOF,5748,https://www.gem.wiki/Sider_El_Hadjar_Annaba_steel_plant
P100000121004,Sidor Ciudad Guayana steel plant,Siderurgica del Orinoco Alfredo Maneiro CA,Siderurgica del Orinoco Alfredo Maneiro CA [100.0%],Venezuela,Central & South America,Bolívar,8.259073,-62.841126,exact,operating,2,64.0,1020.0,1290.0,,,,1825.0,DRI; EAF,12676,https://www.gem.wiki/Sidor_Ciudad_Guayana_steel_plant
P100000120853,SIJ Acroni Jesenice steel plant,SIJ Acroni doo,Slovenska industrija jekla dd [25.0%]; Dilon doo,Slovenia,Europe,Jesenice,46.423994,14.094645,exact,operating,1,66.0,726.0,0.0,,,,,EAF,1300,https://www.gem.wiki/SIJ_Acroni_Jesenice_steel_plant
P100000120052,Simec Cariacica steel plant,GV do Brasil Industria e Comercio de Aço Ltda,Grupo Simec SAB de CV [100.0%],Brazil,Central & South America,Espírito Santo,-20.34291,-40.360864,exact,operating,2,84.0,600.0,0.0,,,,,EAF,579,https://www.gem.wiki/Simec_Cariacica_steel_plant
P100000120051,Simec Pindamonhangaba steel plant,GV do Brasil Industria e Comercio de Aço Ltda,Grupo Simec SAB de CV [100.0%],Brazil,Central & South America,São Paulo,-22.921912,-45.413234,exact,operating,2,11.0,500.0,0.0,,,,,EAF,480,https://www.gem.wiki/Simec_Pindamonhangaba_steel_plant
P100000120711,Sin Yuan Steel Shymkent steel plant,Sin Yuan Steel LLP,unknown [100.0%]; natural person(s) [87.0%],Kazakhstan,Eurasia,Shymkent,42.272259,69.7261,exact,mothballed,1,6.0,0.0,0.0,,,,,IF,250,https://www.gem.wiki/Sin_Yuan_Steel_Shymkent_steel_plant
P100000121176,Sinobras Marabá steel plant,Siderurgica Norte Brasil SA,WMA Participacoes SA [80.0%]; Aço Cearense Industrial Ltda [20.0%],Brazil,Central & South America,Pará,-5.414287,-49.081305,exact,operating,2,19.0,504.0,175.0,,83.0,,,BF; EAF; BOF,1300,https://www.gem.wiki/Sinobras_Marabá_steel_plant
P100000120684,Sinosteel Kenya steel plant,Sinosteel Corp Ltd,Sinosteel Corp Ltd [100.0%],Kenya,Africa,unknown,0.461697,37.991283,approximate,cancelled,1,,0.0,0.0,,,,,Iron other/unspecified; Steel other/unspecified,unknown,https://www.gem.wiki/Sinosteel_Kenya_steel_plant
P100000120598,Sirjan Iranian Steel Kerman Plant,Iranian Sirjan Steel Co,Mabna Khavar Miyaneh Co; Pars Aryan Investment Co; Pasargad Arzesh Afarinan Co; Rahbord Sarmaye Iranian Co; small shareholder(s); Tejarat Pishegan Mihan Negar Pars Co,Iran,Middle East,Kerman,29.928062,56.736539,exact,operating,2,13.0,1000.0,1000.0,,,,2500.0,DRI; EAF,800,https://www.gem.wiki/Sirjan_Iranian_Steel_Kerman_Plant
P100001044904,SMS Group DRI Plant,SMS Group GmbH,Siemag Weiss GmbH & Co KG,Egypt,Africa,unknown,26.787872,30.572474,approximate,announced,1,,0.0,0.0,,,,,DRI,1000,https://www.gem.wiki/SMS_Group_DRI_Plant
P100000120794,SN MAIA Siderurgia Nacional steel plant,SN MAIA Siderurgia Nacional SA,Bipadosa SL,Portugal,Europe,Porto,41.255085,-8.555285,exact,operating,1,52.0,600.0,0.0,,,,,EAF,296,https://www.gem.wiki/SN_MAIA_Siderurgia_Nacional_steel_plant
P100000120793,SN SEIXAL Siderurgia Nacional steel plant,SN SEIXAL Siderurgia Nacional SA,Bipadosa SL,Portugal,Europe,Setúbal,38.616023,-9.068527,exact,operating,1,65.0,1100.0,0.0,,,,,EAF,400,https://www.gem.wiki/SN_SEIXAL_Siderurgia_Nacional_steel_plant
P100000120765,Sohar Steel plant,Sohar Steel LLC,Templar Investments Ltd,Oman,Middle East,Al Batinah North,24.499869,56.599111,exact,operating,1,18.0,700.0,0.0,,,,,EAF,150,https://www.gem.wiki/Sohar_Steel_plant
P100000120834,Solb Steel Jizan plant,Solb Steel Co,Industries Qatar QPSC [40.4%]; Saudi Pan Kingdom for Trading Industry and Contracting Co Ltd,Saudi Arabia,Middle East,Jizan Region,17.298475,42.352338,exact,operating,1,17.0,1200.0,0.0,,,,,EAF,2000,https://www.gem.wiki/Solb_Steel_Jizan_plant
P100000120707,South Korea hydrogen DRI plant,unknown,unknown [100.0%],South Korea,Asia Pacific,unknown,36.647511,128.131064,approximate,announced,1,,0.0,0.0,,,,,DRI,unknown,https://www.gem.wiki/South_Korea_hydrogen_DRI_plant
P100000121055,Southern Steel Prai Penang plant,Southern Steel Bhd,Southern Steel Bhd [100.0%],Malaysia,Asia Pacific,Penang,5.399453,100.382177,exact,operating,1,63.0,1400.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Southern_Steel_Prai_Penang_plant
P100000120492,Sovel Almyros steel plant,Sovel SA,Viohalco SA [28.6%],Greece,Europe,Thessaly,39.169632,22.840216,exact,operating,1,25.0,1350.0,0.0,,,,,EAF,576,https://www.gem.wiki/Sovel_Almyros_steel_plant
P100000120933,SSAB Americas Alabama steel plant,SSAB Americas Holding AB,SSAB AB [100.0%],United States,North America,Alabama,30.941783,-88.012437,exact,operating,1,25.0,1250.0,0.0,,,,,EAF,700,https://www.gem.wiki/SSAB_Americas_Alabama_steel_plant
P100000120934,SSAB Americas Iowa steel plant,SSAB Americas Holding AB,SSAB AB [100.0%],United States,North America,Iowa,41.482009,-90.820921,exact,operating,2,29.0,1200.0,0.0,,,,,EAF,500,https://www.gem.wiki/SSAB_Americas_Iowa_steel_plant
P100000120845,SSAB Luleå steel plant,SSAB AB,SSAB AB [100.0%],Sweden,Europe,Norrbotten,65.559719,22.219699,exact,operating,3,85.0,2313.0,2564.0,,,,,DRI; EAF; BF; BOF,1200,https://www.gem.wiki/SSAB_Luleå_steel_plant
P100000120844,SSAB Oxelösund steel plant,SSAB AB,SSAB AB [100.0%],Sweden,Europe,Södermanland,58.670789,17.127786,exact,operating pre-retirement,2,113.0,1500.0,1550.0,,,,,EAF; BF; BOF,2400,https://www.gem.wiki/SSAB_Oxelösund_steel_plant
P100000120468,SSAB Raahe steel plant,SSAB AB,SSAB AB [100.0%],Finland,Europe,North Ostrobothnia,64.651111,24.418544,exact,operating pre-retirement,2,62.0,2600.0,2600.0,,,,,EAF; BF; BOF,2500,https://www.gem.wiki/SSAB_Raahe_steel_plant
P100000120065,Stahl Gerlafingen steel plant,Stahl Gerlafingen AG,Beltrame Holding SpA [79.4%]; unknown [21.6%],Switzerland,Europe,Solothurn,47.171958,7.562287,exact,operating,2,108.0,720.0,0.0,,,,,EAF,540,https://www.gem.wiki/Stahl_Gerlafingen_steel_plant
P100000120025,Star Consortium steel plant,Star Infrastructure Development Corp,Star Infrastructure Development Corp [100.0%],Bangladesh,Asia Pacific,Chittagong,22.774191,91.574601,approximate,cancelled,1,3.0,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Star_Consortium_steel_plant
P100000120578,State Company for Iron & Steel Basra plant,State Company for Iron and Steel (Iraq),State Company for Iron and Steel (Iraq) [100.0%],Iraq,Middle East,Basra,30.2471634,47.832418,exact,operating,2,,580.0,0.0,,,,,EAF; DRI,500,https://www.gem.wiki/State_Company_for_Iron_&_Steel_Basra_plant
P100000120829,StavStal Metallurgical Plant,StavStal' LLC,StavStal' LLC [100.0%],Russia,Eurasia,Stavropol Krai,44.688323,41.927331,exact,operating,1,10.0,500.0,0.0,,,,,EAF,1000,https://www.gem.wiki/StavStal_Metallurgical_Plant
P100000120957,Steel Dynamics Butler plant,Steel Dynamics Inc,Steel Dynamics Inc [100.0%],United States,North America,Indiana,41.37064,-84.917454,exact,operating,1,30.0,3000.0,260.0,,,,,DRI; EAF,3150,https://www.gem.wiki/Steel_Dynamics_Butler_plant
P100000120958,Steel Dynamics Columbia City plant,Steel Dynamics Inc,Steel Dynamics Inc [100.0%],United States,North America,Indiana,41.121613,-85.348602,exact,operating,1,24.0,2000.0,0.0,,,,,EAF,3150,https://www.gem.wiki/Steel_Dynamics_Columbia_City_plant
P100000120959,Steel Dynamics Columbus plant,Steel Dynamics Inc,Steel Dynamics Inc [100.0%],United States,North America,Mississippi,33.44758,-88.572683,exact,operating,1,19.0,3400.0,0.0,,,,,EAF,700,https://www.gem.wiki/Steel_Dynamics_Columbus_plant
P100000120973,Steel Dynamics Engineered Bar Products steel plant,Steel Dynamics Inc,Steel Dynamics Inc [100.0%],United States,North America,Indiana,39.875508,-86.484214,exact,operating,1,22.0,950.0,0.0,,,,,EAF,3015,https://www.gem.wiki/Steel_Dynamics_Engineered_Bar_Products_steel_plant
P100000120972,Steel Dynamics Roanoke steel plant,Steel Dynamics Inc,Steel Dynamics Inc [100.0%],United States,North America,Virginia,37.272927,-79.998828,exact,operating,1,71.0,590.0,0.0,,,,,EAF,3150,https://www.gem.wiki/Steel_Dynamics_Roanoke_steel_plant
P100000120960,Steel Dynamics Sinton plant,Steel Dynamics Inc,Steel Dynamics Inc [100.0%],United States,North America,Texas,28.05182,-97.48804,exact,operating,1,4.0,2722.0,0.0,,,,,EAF,700,https://www.gem.wiki/Steel_Dynamics_Sinton_plant
P100000120772,SteelAsia Calaca steel plant,SteelAsia Manufacturing Corp,SteelAsia Manufacturing Corp [100.0%],Philippines,Asia Pacific,Southern Luzon,13.922346,120.823796,exact,operating,1,27.0,500.0,0.0,,,,,EAF,800,https://www.gem.wiki/SteelAsia_Calaca_steel_plant
P100001054284,SteelAsia Candelaria steel plant,SteelAsia Manufacturing Corp,SteelAsia Manufacturing Corp [100.0%],Philippines,Asia Pacific,Quezon,13.9077156,121.4294936,approximate,construction,1,,0.0,0.0,,,,,EAF,1500,https://www.gem.wiki/SteelAsia_Candelaria_steel_plant
P100000120773,SteelAsia Compostela steel plant,SteelAsia Manufacturing Corp,SteelAsia Manufacturing Corp [100.0%],Philippines,Asia Pacific,Cebu,10.45078,124.006424,exact,operating,1,3.0,1000.0,0.0,,,,,EAF,3000,https://www.gem.wiki/SteelAsia_Compostela_steel_plant
P100000120770,SteelAsia Concepcion steel plant,SteelAsia Manufacturing Corp,SteelAsia Manufacturing Corp [100.0%],Philippines,Asia Pacific,Luzon,15.325307,120.655361,approximate,construction,1,,0.0,0.0,,,,,EAF,1000,https://www.gem.wiki/SteelAsia_Concepcion_steel_plant
P100001062172,SteelAsia Davao steel plant,SteelAsia Manufacturing Corp,SteelAsia Manufacturing Corp [100.0%],Philippines,Asia Pacific,Davao del Sur,7.236242,125.630933,exact,operating,1,12.0,600.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/SteelAsia_Davao_steel_plant
P100000120776,SteelAsia Lemery steel plant,SteelAsia Manufacturing Corp,SteelAsia Manufacturing Corp [100.0%],Philippines,Asia Pacific,Batangas,13.916094,120.886414,approximate,construction,2,1.0,0.0,0.0,,,,,EAF,600,https://www.gem.wiki/SteelAsia_Lemery_steel_plant
P100000120850,Stegra Boden steel plant,Stegra AB,BNP Paribas SA; European Investment Bank; ING Groep NV; Kreditanstalt für Wiederaufbau; small shareholder(s); Société Générale SA,Sweden,Europe,Norrbotten,65.805389,21.75914,approximate,construction,2,,0.0,0.0,,,,,DRI; EAF,1500,https://www.gem.wiki/Stegra_Boden_steel_plant
P100000121222,Stegra Spain steel plant,Stegra AB,BNP Paribas SA; European Investment Bank; ING Groep NV; Kreditanstalt für Wiederaufbau; small shareholder(s); Société Générale SA,Spain,Europe,unknown,40.4637,-3.7492,approximate,announced,1,0.0,0.0,0.0,,,,,DRI,unknown,https://www.gem.wiki/Stegra_Spain_steel_plant
P100000120031,Stomana Industry Pernik steel plant,Stomana Industry AD,Viohalco SA [100.0%],Bulgaria,Europe,Pernik,42.595629,23.093095,exact,operating,1,68.0,1400.0,0.0,,,,,EAF,1200,https://www.gem.wiki/Stomana_Industry_Pernik_steel_plant
P100000120449,Suez Steel Solb Misr Attaka plant,Suez Steel Company SAE,LITAT Holding Co Ltd,Egypt,Africa,Suez,29.927875,32.437744,exact,operating,1,26.0,2080.0,1950.0,,,,5000.0,DRI; EAF,1500,https://www.gem.wiki/Suez_Steel_Solb_Misr_Attaka_plant
P100000120032,Sulb Bahrain Al Hidd steel plant,Sulb Company BSCC,Yamato Kogyo Co Ltd [49.0%]; Gulf Investment Corp [25.5%]; Industries Qatar QPSC [12.8%]; Gulf Cables & Electrical Industries Co KSC [5.1%]; National Industries Group Holding KSCP [5.1%]; Kuwait Foundry Company KSCP [2.6%],Bahrain,Middle East,Muharraq,26.198152,50.679893,exact,operating,1,14.0,1300.0,1700.0,,,,12000.0,DRI; EAF,unknown,https://www.gem.wiki/Sulb_Bahrain_Al_Hidd_steel_plant
P100000120764,Sun Metals Sur steel plant,Sun Metal Casting LLC,Sun Metal Casting LLC [100.0%],Oman,Middle East,Ash Sharqiyah South,22.632992,59.416971,approximate,cancelled,1,12.0,0.0,0.0,,,,,EAF,unknown,https://www.gem.wiki/Sun_Metals_Sur_steel_plant
P100000120575,Sunflag Iron and Steel plant,Sunflag Iron and Steel Co Ltd,Sunflag Iron and Steel Co Ltd [100.0%],India,Asia Pacific,Maharashtra,21.232929,79.632398,exact,operating,2,37.0,525.0,562.0,,364.0,,,BF; DRI; EAF; IF; Steel other/unspecified,2691,https://www.gem.wiki/Sunflag_Iron_and_Steel_plant
P100001025670,Surjagad Ispat Gadchiroli steel plant,Surjagad Ispat Pvt Ltd,Surjagad Ispat Pvt Ltd [100.0%],India,Asia Pacific,Maharashtra,19.487201,79.968551,approximate,announced,1,0.0,0.0,0.0,,,,1200.0,DRI; IF; Steel other/unspecified,unknown,https://www.gem.wiki/Surjagad_Ispat_Gadchiroli_steel_plant
P100000121193,Swadesh Metallics Simga steel plant,Swadesh Metallics Pvt Ltd,Swadesh Metallics Pvt Ltd [100.0%],India,Asia Pacific,Chhattisgarh,21.625706,81.705254,approximate,announced,1,,0.0,0.0,,400.0,,600.0,BF; DRI; IF,1900,https://www.gem.wiki/Swadesh_Metallics_Simga_steel_plant
P100000121227,Swiss Steel Emmenbrücke plant,Swiss Steel Holding AG,Swiss Steel Holding AG [100.0%],Switzerland,Europe,Lucerne,47.308055,7.873594,exact,operating,1,27.0,650.0,0.0,,,,,EAF,490,https://www.gem.wiki/Swiss_Steel_Emmenbrücke_plant
P100001063500,Taishan Baofeng Iron & Steel Co Ltd,Taishan Baofeng Iron & Steel Co Ltd,Taishan Baofeng Iron & Steel Co Ltd [100.0%],China,Asia Pacific,Guangdong,22.425677,112.788855,exact,operating,1,23.0,520.0,0.0,,,,,EAF,450,https://www.gem.wiki/Taishan_Baofeng_Iron_&_Steel_Co_Ltd
P100000120147,Tangshan Chunxing Special Steel Co Ltd,Tangshan Chunxing Special Steel Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [84.2%]; natural person(s) [15.8%],China,Asia Pacific,Hebei,39.676326,118.427914,exact,operating pre-retirement,1,23.5,2400.0,1820.0,,,,,BF; BOF,3,https://www.gem.wiki/Tangshan_Chunxing_Special_Steel_Co_Ltd
P100000120122,Tangshan Delong Iron and Steel Co Ltd,Tangshan DELONG Steel Co Ltd,Qian'an City Jiujiang Wire Co Ltd [51.0%]; British Asia Pan Ruogen International Co Ltd [49.0%],China,Asia Pacific,Hebei,39.19256,118.899533,exact,retired,1,23.67,0.0,0.0,,,,,BF; BOF,13,https://www.gem.wiki/Tangshan_Delong_Iron_and_Steel_Co_Ltd
P100000120146,Tangshan Donghai Iron and Steel Group Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd,Tangshan Donghai Iron and Steel Group Co Ltd [100.0%],China,Asia Pacific,Hebei,39.748373,118.624794,exact,operating,3,23.0,5499.0,6412.0,,,,1200.0,BF; BOF,4318,https://www.gem.wiki/Tangshan_Donghai_Iron_and_Steel_Group_Co_Ltd
P100000120108,Tangshan Donghua Iron and Steel Enterprise Group Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd,Tangshan Donghua Iron & Steel Enterprise Group Co Ltd [100.0%],China,Asia Pacific,Hebei,39.468366,118.256774,exact,operating,4,17.0,4750.0,8788.0,,,,,BF; BOF; EAF,7443,https://www.gem.wiki/Tangshan_Donghua_Iron_and_Steel_Enterprise_Group_Co_Ltd
P100000120128,Tangshan Fengnan District Jing an Iron and Steel Co Ltd,Tangshan Fengnan District Jing'an Iron and Steel Co Ltd,Tangshan Fengnan District Jing'an Iron and Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.600956,118.358726,exact,operating,3,24.0,4125.0,3500.0,,6000.0,1100.0,1200.0,BF; BOF,2647,https://www.gem.wiki/Tangshan_Fengnan_District_Jing_an_Iron_and_Steel_Co_Ltd
P100000120143,Tangshan Fengnan Kaiheng Iron and Steel Co Ltd,Tangshan Fengnan Kaiheng Iron & Steel Co Ltd,Tangshan Fengnan Kaiheng Iron & Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.4632,118.247191,exact,retired,1,21.0,0.0,0.0,,,,,BF; BOF,2395,https://www.gem.wiki/Tangshan_Fengnan_Kaiheng_Iron_and_Steel_Co_Ltd
P100000120118,Tangshan Ganglu Iron and Steel Co Ltd,Tangshan Ganglu Iron & Steel Co Ltd,Guotao Co Ltd (Hong Kong) [76.3%]; Yushan (Beijing) Metallurgical Investment Co Ltd [23.7%],China,Asia Pacific,Hebei,40.183913,118.073913,exact,operating,4,24.0,5614.0,6002.0,,4956.0,,1495.0,BF; BOF,6186,https://www.gem.wiki/Tangshan_Ganglu_Iron_and_Steel_Co_Ltd
P100000120379,Tangshan Guotang Steel Co Ltd,Tangshan Guotang Steel Co Ltd,Guotao Co Ltd (Hong Kong) [61.0%]; Tangshan GUOYI SPECIAL Steel Co Ltd [20.0%]; Yushan (Beijing) Metallurgical Investment Co Ltd [19.0%],China,Asia Pacific,Hebei,39.293147,119.046972,exact,operating,1,4.0,3000.0,2660.0,,4750.0,1760.0,1200.0,BF; BOF,3639,https://www.gem.wiki/Tangshan_Guotang_Steel_Co_Ltd
P100000120144,Tangshan Guoyi Special Type Iron and Steel Co Ltd,Tangshan GUOYI SPECIAL Steel Co Ltd,Tangshan GUOYI SPECIAL Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.659153,118.411488,exact,retired,1,16.0,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Tangshan_Guoyi_Special_Type_Iron_and_Steel_Co_Ltd
P100000120101,Tangshan Iron and Steel Group Co Ltd,TANG Shan Iron and Steel Group Co Ltd,HBIS Group Co Ltd [100.0%],China,Asia Pacific,Hebei,39.648587,118.212487,exact,retired,1,77.0,0.0,0.0,,,,,BF; BOF,3362,https://www.gem.wiki/Tangshan_Iron_and_Steel_Group_Co_Ltd
P100000121159,Tangshan Iron and Steel Kim Chaek plant,Tanshan Iron and Steel,Tanshan Iron and Steel [100.0%],North Korea,Asia Pacific,North Hamgyeong,40.67524,129.201745,approximate,cancelled,1,,0.0,0.0,,,,,Iron other/unspecified; Steel other/unspecified,unknown,https://www.gem.wiki/Tangshan_Iron_and_Steel_Kim_Chaek_plant
P100000120124,Tangshan Jianlong Special Steel Co Ltd,Tangshan Jianlong Steel SPECIAL Steel Co Ltd,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],China,Asia Pacific,Hebei,40.167686,117.964004,exact,retired,1,20.0,0.0,0.0,,,,,BF; BOF,3221,https://www.gem.wiki/Tangshan_Jianlong_Special_Steel_Co_Ltd
P100000120141,Tangshan Jinma Steel Group Co Ltd,Tangshan Jinma Iron & Steel Group Co Ltd,Tangshan Jinma Iron & Steel Group Co Ltd [100.0%],China,Asia Pacific,Hebei,39.700499,118.456775,exact,retired,1,12.0,0.0,0.0,,,,,BF; BOF,3600,https://www.gem.wiki/Tangshan_Jinma_Steel_Group_Co_Ltd
P100000120127,Tangshan Medium Thick Plate Co Ltd,Tangshan Heavy Plate Co Ltd,HBIS Co Ltd [51.0%]; Cambodia Rongfeng Investment Co Ltd [25.1%]; Hebei Wenfeng Industrial Group Co Ltd [23.9%],China,Asia Pacific,Hebei,39.268452,119.024819,exact,operating,1,20.0,4200.0,4260.0,,,,,BF; BOF,2597,https://www.gem.wiki/Tangshan_Medium_Thick_Plate_Co_Ltd
P100000120109,Tangshan Ruifeng Iron and Steel Group Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd,Tangshan RUIFENG Steel and Iron (GROUP) Co Ltd [100.0%],China,Asia Pacific,Hebei,39.497472,118.272056,exact,operating,1,24.0,4500.0,4561.0,,9300.0,,,BF; BOF,5926,https://www.gem.wiki/Tangshan_Ruifeng_Iron_and_Steel_Group_Co_Ltd
P100001063916,Tangshan Shoutang Baosheng Functional Materials Co Ltd,Tangshan Shoutang Baosheng Functional Materials Co Ltd,Tangshan Shoutang Baosheng Functional Materials Co Ltd [100.0%],China,Asia Pacific,Hebei,39.751793,118.490004,exact,operating,1,19.19,860.0,0.0,,,,,EAF,1525,https://www.gem.wiki/Tangshan_Shoutang_Baosheng_Functional_Materials_Co_Ltd
P100000120112,Tangshan Songting Iron and Steel Co Ltd,Tangshan Songting IRON&STEEL Co Ltd,Tangshan Songting IRON&STEEL Co Ltd [100.0%],China,Asia Pacific,Hebei,39.938866,118.576678,exact,operating,2,57.0,5000.0,5970.0,,,,,BF; BOF,4059,https://www.gem.wiki/Tangshan_Songting_Iron_and_Steel_Co_Ltd
P100000121141,Tangshan Stainless Steel Co Ltd,Tangshan Stainless Steel Co Ltd,HBIS Group Co Ltd [68.9%]; Metallurgical Corporation of China Ltd [23.9%]; unknown [7.2%],China,Asia Pacific,Hebei,39.160401,118.429806,approximate,cancelled,1,,0.0,0.0,,,,,BF; BOF,unknown,https://www.gem.wiki/Tangshan_Stainless_Steel_Co_Ltd
P100000120126,Tangshan Stainless Steel Co Ltd Guye District,Tangshan Stainless Steel Co Ltd,HBIS Group Co Ltd [68.9%]; Metallurgical Corporation of China Ltd [23.9%]; unknown [7.2%],China,Asia Pacific,Hebei,39.730795,118.467608,exact,retired,1,23.0,0.0,0.0,,,,,BF; BOF,803,https://www.gem.wiki/Tangshan_Stainless_Steel_Co_Ltd_Guye_District
P100000120148,Tangshan Wenfeng Special Steel Co Ltd,Tangshan Wenfeng Special Steel Co Ltd,Cambodia Rongfeng Investment Co Ltd [62.5%]; Hebei Wenfeng Industrial Group Co Ltd [36.4%]; unknown [1.2%],China,Asia Pacific,Hebei,39.146541,118.432261,exact,operating,1,18.47,2000.0,2000.0,,,,,BF; BOF; EAF,4072,https://www.gem.wiki/Tangshan_Wenfeng_Special_Steel_Co_Ltd
P100000120139,Tangshan Xinbaotai Iron and Steel Co Ltd,Tangshan Xinbaotai Iron & Steel Co Ltd,Beijing Jianlong Investment Co Ltd [43.3%]; Guotao Co Ltd (Hong Kong) [38.9%]; Yushan (Beijing) Metallurgical Investment Co Ltd [12.1%]; unknown [5.7%],China,Asia Pacific,Hebei,39.861425,118.03667,exact,retired,1,19.0,0.0,0.0,,,,,BF; BOF,28,https://www.gem.wiki/Tangshan_Xinbaotai_Iron_and_Steel_Co_Ltd
P100000120140,Tangshan Xinglong Iron and Steel Co Ltd,Tangshan Xinglong Steel Co Ltd,Tangshan Xinglong Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.847612,118.348448,exact,operating,3,25.0,825.0,0.0,,,,,EAF; BOF; BF,9,https://www.gem.wiki/Tangshan_Xinglong_Iron_and_Steel_Co_Ltd
P100000120341,Tangshan Yutian Jinzhou Industrial Co Ltd,Tangshan Yutian Jinzhou Industry Co Ltd,British Asia Pan Ruogen International Co Ltd [60.0%]; Tangshan Fengrun Jinruicheng Iron and Steel Co Ltd [40.0%],China,Asia Pacific,Hebei,39.967373,117.857659,exact,operating,1,15.0,700.0,0.0,,,,,EAF,1150,https://www.gem.wiki/Tangshan_Yutian_Jinzhou_Industrial_Co_Ltd
P100000120342,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd,Tangshan Zhengfeng Steel Co Ltd [100.0%],China,Asia Pacific,Hebei,39.85271,118.181279,exact,operating,1,22.0,2439.0,0.0,,,,,EAF,2029,https://www.gem.wiki/Tangshan_Zhengfeng_Steel_Co_Ltd
P100000120546,Tata Metaliks Kharagpur steel plant,Tata Metaliks Ltd,Tata Metaliks Ltd [100.0%],India,Asia Pacific,West Bengal,22.385611,87.287179,exact,operating,1,36.0,0.0,600.0,,,233.0,,BF,1453,https://www.gem.wiki/Tata_Metaliks_Kharagpur_steel_plant
P100000120862,Tata Steel Chonburi steel plant,Tata Steel (Thailand) PCL,Tata Steel (Thailand) PCL [100.0%],Thailand,Asia Pacific,Chonburi,13.052398,101.086795,exact,operating,1,38.0,800.0,0.0,,,,,EAF,367,https://www.gem.wiki/Tata_Steel_Chonburi_steel_plant
P100000120535,Tata Steel Gamharia steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,Jharkhand,22.812895,86.084022,exact,operating,1,55.0,1200.0,1295.0,,1000.0,500.0,1200.0,BF; DRI; EAF,2287,https://www.gem.wiki/Tata_Steel_Gamharia_steel_plant
P100000120758,Tata Steel IJmuiden steel plant,Tata Steel Ijmuiden BV,Tata Steel Ltd,Netherlands,Europe,North Holland,52.484118,4.615584,exact,operating pre-retirement,2,108.0,7500.0,6500.0,,4800.0,1800.0,4800.0,DRI; EAF; BF; BOF,12299,https://www.gem.wiki/Tata_Steel_IJmuiden_steel_plant
P100000120529,Tata Steel Jamshedpur steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],India,Asia Pacific,Jharkhand,22.788598,86.1996,exact,operating,2,114.0,11000.0,11045.0,,9000.0,3400.0,8000.0,BF; BOF,32364,https://www.gem.wiki/Tata_Steel_Jamshedpur_steel_plant
P100000120852,Tata Steel Jurong steel plant,Tata Steel Ltd,Tata Steel Ltd [100.0%],Singapore,Asia Pacific,Jurong,1.306741,103.7003,exact,operating,1,65.0,750.0,0.0,,,,,EAF,1000,https://www.gem.wiki/Tata_Steel_Jurong_steel_plant
